author,published_at,text,like_count,fator_ritmo,texto_limpo,valencia_zs,ativacao_zs
@jonatasdiascosta4660,2023-07-07T01:20:51Z,O Thiago Iorc soube tratar a Bruna Marquezine como uma mulher merece ser tratada cantou quase no ouvidinho dela o menino Ney é um idiota e como os ingleses o definiram um trapaceiro e moleque mimado e um milhonário vazio,0,Reflexo,o thiago iorc soube tratar a bruna marquezine como uma mulher merece ser tratada cantou quase no ouvidinho dela o menino ney é um idiota e como os ingleses o definiram um trapaceiro e moleque mimado e um milhonário vazio,1.0,3.0
@rafaelvasconcellos9800,2023-07-07T01:06:31Z,"Pamela Gomes, eu te amo minha futura noivinha!",0,Reflexo,pamela gomes eu te amo minha futura noivinha,3.0,3.0
@simonesantos-te6zk,2023-07-06T13:59:59Z,Eu amei te ver 😍🎧👏🏾👏🏾,0,Reflexo,eu amei te ver 😍🎧👏🏾👏🏾,3.0,3.0
@liviamaria2632,2023-07-05T18:02:05Z,Linda demais essa música ❤,3,Reflexo,linda demais essa música ❤,3.0,3.0
@zac8815,2023-07-05T02:31:59Z,"Eu amei te ver; Eu amei te ter! 
Em Julho de 2023...",0,Reflexo,eu amei te ver eu amei te ter em julho de,3.0,3.0
@izabelcavalcantecover6284,2023-07-03T19:23:53Z,Amo demais essa canção,1,Reflexo,amo demais essa canção,3.0,3.0
@Io-im1vm,2023-07-03T08:20:57Z,Eu amei essa música.,0,Reflexo,eu amei essa música,3.0,3.0
@carecanaestrada,2023-07-01T21:52:32Z,"Top demais esse, feeling puro",0,Reflexo,top demais esse feeling puro,4.0,1.0
@LucasAlexandre-yo8jr,2023-07-01T03:38:45Z,"Essa musica estava tocando na rádio no dia que vi minha namorada pela primeira vez, infelizmente não estamos mais juntos, mais eu amei ver ela",6,Reflexo,essa musica estava tocando na rádio no dia que vi minha namorada pela primeira vez infelizmente não estamos mais juntos mais eu amei ver ela,3.0,3.0
@skmuell,2023-06-30T23:03:44Z,"Puta merda, essa musica é muito boa",4,Reflexo,puta merda essa musica é muito boa,3.0,3.0
@AlineSantos-kq7th,2023-06-29T22:13:47Z,Amo essa,1,Reflexo,amo essa,3.0,3.0
@fjbicca,2023-06-29T03:59:11Z,"Darli, eu tb amei te ver.",0,Reflexo,darli eu tb amei te ver,3.0,3.0
@marineybarzotto3206,2023-06-28T21:44:06Z,❤ o coração dispara tropeça logo para encaixo no teu cheiro e ali me deixo inteiro eu amei te ver as almas entrelaçam e os corpos dançam agarradinho  numa magia eterna e nesse momento não há nada proibido nada errado   não existe pecado no Amor,0,Reflexo,❤ o coração dispara tropeça logo para encaixo no teu cheiro e ali me deixo inteiro eu amei te ver as almas entrelaçam e os corpos dançam agarradinho numa magia eterna e nesse momento não há nada proibido nada errado não existe pecado no amor,3.0,3.0
@suzanamuckerossini7151,2023-06-27T08:42:40Z,Eu amei te ver!,2,Reflexo,eu amei te ver,3.0,3.0
@cristianedeoliveira4441,2023-06-25T20:56:02Z,Amei ❤,1,Reflexo,amei ❤,3.0,3.0
@waldenizeawa,2023-06-25T17:21:35Z,Eu conheci a música agora e também gostei bastante que fui procurar para saber quem era o cantor. Muito linda!!!  E marcante.,8,Reflexo,eu conheci a música agora e também gostei bastante que fui procurar para saber quem era o cantor muito linda e marcante,4.0,3.0
@wilmaassumpcao5099,2023-06-22T01:25:40Z,"Essa música ❤️ amo, Ameiiiii 💕 e Amo te ver coração ❤️ Apaixonado é outro D.P.mais que BA ❤❤",0,Reflexo,essa música ❤️ amo ameiiiii 💕 e amo te ver coração ❤️ apaixonado é outro dpmais que ba ❤❤,3.0,3.0
@BiaDaia-vk8tp,2023-06-21T02:51:54Z,Muito especial pra mim e pra todos os seres humanos eu amei ti ver se tem alguma coisa pra todos nós vamos vencer amém,1,Reflexo,muito especial pra mim e pra todos os seres humanos eu amei ti ver se tem alguma coisa pra todos nós vamos vencer amém,4.0,3.0
@geopoliticaasavessas4826,2023-06-20T21:49:16Z,Eu amei te ver ❤,1,Reflexo,eu amei te ver ❤,3.0,3.0
@TheMarcozLP,2023-06-19T13:50:32Z,"Eu olho nos olhos dele sinto e vejo coisas que eu nem sei traduzir em palavras. 

Com ele eu entendi que amor é isso: não ter expliação. Amor não se explica. Se sente e se vive. 

Essa bela canção do Tiago Iorc traduz perfeitamente isso!",2,Reflexo,eu olho nos olhos dele sinto e vejo coisas que eu nem sei traduzir em palavras com ele eu entendi que amor é isso não ter expliação amor não se explica se sente e se vive essa bela canção do tiago iorc traduz perfeitamente isso,4.0,3.0
@RUTINHAALEGRIA,2023-06-17T02:04:19Z,Que lindo esse vídeo porque não mostra pornografia se não ser amado e amada e estar abraçadinhos por amor.❤❤❤,1,Reflexo,que lindo esse vídeo porque não mostra pornografia se não ser amado e amada e estar abraçadinhos por amor❤❤❤,4.0,2.0
@GuibaGamer2,2023-06-13T02:48:55Z,Essa música é perfeita para ser tocada em um funeral 🖤,0,Reflexo,essa música é perfeita para ser tocada em um funeral 🖤,3.0,3.0
@juniormedeiros6852,2023-06-12T23:59:30Z,Vida minha eu amei te ver obg por fazer parte da minha vida amo vc,0,Reflexo,vida minha eu amei te ver obg por fazer parte da minha vida amo vc,3.0,3.0
@cintiarodriguez1374,2023-06-08T05:22:06Z,Essa música dói em mim 😢 meu amor valdiney ❤,1,Reflexo,essa música dói em mim 😢 meu amor valdiney ❤,1.0,3.0
@renatoroverlan8020,2023-06-08T00:43:06Z,"Musica top!!! Perfeita, mas esse clipe não ficou mt bom não. ""Eu amei te ver"" com essa cara é bronca kkkkk",1,Reflexo,musica top perfeita mas esse clipe não ficou mt bom não eu amei te ver com essa cara é bronca kkkkk,1.0,3.0
@luanasilva4062,2023-05-29T22:13:24Z,Amei ❤❤❤❤❤❤,2,Reflexo,amei ❤❤❤❤❤❤,3.0,4.0
@lenitaportugal5268,2023-05-28T19:00:03Z,Amei os dois juntos,4,Reflexo,amei os dois juntos,3.0,1.0
@irizanemoreira3817,2023-05-26T01:17:50Z,Meu coração dispara tropeça quase para ❤...,0,Reflexo,meu coração dispara tropeça quase para ❤,3.0,3.0
@kellyguedes5746,2023-05-25T16:13:43Z,"cantei esse refrão eu amei ti ver... para o meu filho zayn, quando ele nasceu  no dia 02/02/2022 te amo filho 💙💙",0,Reflexo,cantei esse refrão eu amei ti ver para o meu filho zayn quando ele nasceu no dia te amo filho 💙💙,4.0,3.0
@leilatolentinoadv6732,2023-05-19T17:02:50Z,"Estou tão desacreditada no amor… seja mais jovem ou mais velhos, sempre há traição. Você pode ser uma boa mãe, estar sempre bonita e bem cuidada, fazer o melhor sexo, ser inteligente e ter expediente pra tudo pra não deixar nada nas costas do homem e carregar o peso da casa, filho e tudo o mais sozinha! Eles sempre traem, inventa uma desculpa pra ser sua culpa e é isso! Posso estar com alguém mas nunca mais acredito em lealdade, fidelidade e respeito. Talvez exista um homem assim mas por enquanto não achei. E depois que se tem filho terminar um relacionamento nunca é fácil!",0,Reflexo,estou tão desacreditada no amor… seja mais jovem ou mais velhos sempre há traição você pode ser uma boa mãe estar sempre bonita e bem cuidada fazer o melhor sexo ser inteligente e ter expediente pra tudo pra não deixar nada nas costas do homem e carregar o peso da casa filho e tudo o mais sozinha eles sempre traem inventa uma desculpa pra ser sua culpa e é isso posso estar com alguém mas nunca mais acredito em lealdade fidelidade e respeito talvez exista um homem assim mas por enquanto não achei e depois que se tem filho terminar um relacionamento nunca é fácil,1.0,3.0
@eduardaoliveira190,2023-05-18T00:18:17Z,Eu amei te ver ❤,1,Reflexo,eu amei te ver ❤,3.0,3.0
@vaniasilva378,2023-05-14T19:10:02Z,"Eu e meu amor nos conhecemos pelo Facebook. Conversamos por um mês e marcamos um encontro. Ele me trouxe em casa e nunca mais nos separamos. Quando ele foi pra casa neste dia, eu mandei essa música pra ele. Pra ele saber que eu amei vê-lo. Então é uma de nossas músicas. ❤",5,Reflexo,eu e meu amor nos conhecemos pelo facebook conversamos por um mês e marcamos um encontro ele me trouxe em casa e nunca mais nos separamos quando ele foi pra casa neste dia eu mandei essa música pra ele pra ele saber que eu amei vêlo então é uma de nossas músicas ❤,3.0,3.0
@mariugume4283,2023-05-11T02:46:29Z,Delicia de música,0,Reflexo,delicia de música,3.0,3.0
@julianafernandes6565,2023-05-10T11:18:14Z,Eu amo essa música 🎶,0,Reflexo,eu amo essa música 🎶,3.0,3.0
@familiasilva6464,2023-05-09T15:50:18Z,É difícil ouvir uma canção tão linda como essa. Vídeo simplesmente belíssimo.,7,Reflexo,é difícil ouvir uma canção tão linda como essa vídeo simplesmente belíssimo,3.0,3.0
@celsoleal4500,2023-05-08T04:39:59Z,Melhor de todos os tempos. Conexão total. Amei te ver.,0,Reflexo,melhor de todos os tempos conexão total amei te ver,3.0,1.0
@thaismotorola4881,2023-05-03T20:37:32Z,Que atuação linda dela,0,Reflexo,que atuação linda dela,3.0,3.0
@FranciscoJose-pb6oi,2023-05-03T15:26:12Z,"Estou a ouvir este cantor pela 1ª vez.  Descubri por acaso. Vi o veideo clip dele com a Duda Beat . Parabéns  música leve, mas com sentido",0,Reflexo,estou a ouvir este cantor pela ª vez descubri por acaso vi o veideo clip dele com a duda beat parabéns música leve mas com sentido,3.0,2.0
@sabrinaakmeidaviana6996,2023-05-02T15:31:52Z,Eu acredito no amor!,0,Reflexo,eu acredito no amor,3.0,3.0
@leidedejesus5546,2023-05-01T17:32:36Z,"Eu conhecir essa música em 216 ,estava no cara com meu marido amor da minha vida que estava saindo de uma clínica de recuperação estávamos muito felizes indo para uma linda fazenda no interior de São Paulo. O noivo da minha sobrinha estava dirigindo e ela só lado dele, eles casaram em 218 e meu marido faleceu em 2021 eu não dei o devido valor quando estava vivendo esse momento ouvindo essa música mais tirei bastante fotos na fazenda com meu marido estava lindo ficou moreno revelei todos essas fotos que foram 125 .Hoje não moro mais em São Paulo não conseguir  devido as lembranças,estou morando no Rio Grande do Norte eu tinha vindo conhecer aqui com meu marido um ano antes de ele falecer em 2020 fica uns 30 minutos de Natal. Tenho muita saudades do meu marido ,mais se estivesse vivo não sei como ele estaria e se eu estava viva porque ele voltou a beber estava recaindo cada vez mais , morreu novo com 38 anos e eu tinha 49 a minha força de seguir a vida e que eu tenho Deus ele é minha fortaleza meu marido também aceitou Jesus se matizou mais não se converteu totalmente.",0,Reflexo,eu conhecir essa música em estava no cara com meu marido amor da minha vida que estava saindo de uma clínica de recuperação estávamos muito felizes indo para uma linda fazenda no interior de são paulo o noivo da minha sobrinha estava dirigindo e ela só lado dele eles casaram em e meu marido faleceu em eu não dei o devido valor quando estava vivendo esse momento ouvindo essa música mais tirei bastante fotos na fazenda com meu marido estava lindo ficou moreno revelei todos essas fotos que foram hoje não moro mais em são paulo não conseguir devido as lembrançasestou morando no rio grande do norte eu tinha vindo conhecer aqui com meu marido um ano antes de ele falecer em fica uns minutos de natal tenho muita saudades do meu marido mais se estivesse vivo não sei como ele estaria e se eu estava viva porque ele voltou a beber estava recaindo cada vez mais morreu novo com anos e eu tinha a minha força de seguir a vida e que eu tenho deus ele é minha fortaleza meu marido também aceitou jesus se matizou mais não se converteu totalmente,4.0,3.0
@elmarcosprotaprota5254,2023-05-01T05:44:15Z,É a coisa mais linda do mundo 😁,0,Reflexo,é a coisa mais linda do mundo 😁,3.0,3.0
@marcelaleal224,2023-04-28T04:51:05Z,Trilha sonora de uma das minhas histórias de amor ❤,1,Reflexo,trilha sonora de uma das minhas histórias de amor ❤,4.0,3.0
@denisemarques3038,2023-04-28T00:08:39Z,"Akelllll...
Kd vc , meu amor????",0,Reflexo,akelllll kd vc meu amor,3.0,3.0
@JotaSilva-wy3lv,2023-04-26T14:09:39Z,Eu amei te ver😣😻😻😢,0,Reflexo,eu amei te ver😣😻😻😢,3.0,3.0
@keziaaraujo1101,2023-04-21T19:54:25Z,"Essa música é linda demais, o clipe é lindo é tudo muito lindo.",0,Reflexo,essa música é linda demais o clipe é lindo é tudo muito lindo,3.0,3.0
@aliceleaoliveiramarques6188,2023-04-15T18:50:29Z,Música que amo muitooo essa sim merece todo respeito e representa muito bem o nosso Brasil,0,Reflexo,música que amo muitooo essa sim merece todo respeito e representa muito bem o nosso brasil,4.0,3.0
@dudaoutins,2023-04-15T14:14:17Z,eu amei te ver 13.04.23,0,Reflexo,eu amei te ver,3.0,3.0
@DeniseChaves-so1wi,2023-04-11T07:06:02Z,"Aqui estou às 4h da manhã ouvindo essa música depois de ter mandado pro amor da minha vida! Estou lutando, tentando reconquistar uma pessoa na qual eu acredito no sentimento e é muito verdadeiro! Motivos tolos, mas sigo tentando reconquistar e acredito piamente nesse amor. Essa música significa MUITO, e quando estou com saudades do meu grande amor, eu venho aqui escutar ela, ver esse clipe e sentir no fundo da alma cada palavra. ❤",18,Reflexo,aqui estou às h da manhã ouvindo essa música depois de ter mandado pro amor da minha vida estou lutando tentando reconquistar uma pessoa na qual eu acredito no sentimento e é muito verdadeiro motivos tolos mas sigo tentando reconquistar e acredito piamente nesse amor essa música significa muito e quando estou com saudades do meu grande amor eu venho aqui escutar ela ver esse clipe e sentir no fundo da alma cada palavra ❤,4.0,3.0
@rosanadeoliveiradesouza5080,2023-04-09T21:06:56Z,Linda ver pouco emoção rostinho dela linda ne vc moço friu rosto só uma hora vc perto pouco mãos costa dela ne ummm mas tudo bem lindoss viu gostei,1,Reflexo,linda ver pouco emoção rostinho dela linda ne vc moço friu rosto só uma hora vc perto pouco mãos costa dela ne ummm mas tudo bem lindoss viu gostei,3.0,2.0
@rosanadeoliveiradesouza5080,2023-04-09T21:02:22Z,Lindosss tudo Deus fas lindooo mágico amo ver vcs,0,Reflexo,lindosss tudo deus fas lindooo mágico amo ver vcs,3.0,3.0
@adlermarques2443,2023-04-09T15:02:23Z,Top demais❤❤,0,Reflexo,top demais❤❤,3.0,4.0
@bsn2682,2023-04-08T02:18:32Z,eu amei te ver... 🥺,1,Reflexo,eu amei te ver 🥺,3.0,3.0
@Mylarocha054,2023-04-07T22:21:59Z,Eu amei te ver eu amei tiver ❤,0,Reflexo,eu amei te ver eu amei tiver ❤,3.0,3.0
@brokerflavio,2023-04-07T12:51:49Z,"Minha nossa,precisamos de muitos mais jovens com esse gosto musical...que é tão diferente do funk que só denigre a imagem das mulheres.",2,Reflexo,minha nossaprecisamos de muitos mais jovens com esse gosto musicalque é tão diferente do funk que só denigre a imagem das mulheres,3.0,3.0
@rosasilva5692,2023-04-05T21:57:26Z,clip  chato,0,Reflexo,clip chato,3.0,0.0
@andreavida4022,2023-04-03T13:15:41Z,Iwannainha.r eu amei te ve de xadrez verde shortinho de londres curtinho e regata branca e all star de couro de ricos . apesar concessão quebra de expectativas só usava all star de pobres po@@@@ vc é foda,1,Reflexo,iwannainhar eu amei te ve de xadrez verde shortinho de londres curtinho e regata branca e all star de couro de ricos apesar concessão quebra de expectativas só usava all star de pobres po vc é foda,4.0,3.0
@karinaoliverio435,2023-03-26T00:37:53Z,"O clipe é maravilhoso!!! Eu amei!!! Na simplicidade, fala tudo!",0,Reflexo,o clipe é maravilhoso eu amei na simplicidade fala tudo,3.0,2.0
@elsaazevedo7595,2023-03-25T18:19:53Z,"Última música que o amor da minha vida me enviou antes de partir… ❤ 
Ficam comigo o abraço e saudade eternos…",0,Reflexo,última música que o amor da minha vida me enviou antes de partir… ❤ ficam comigo o abraço e saudade eternos…,4.0,3.0
@adrianamartins2798,2023-03-20T21:42:06Z,Amei te ver tbm 💒...,0,Reflexo,amei te ver tbm 💒,4.0,4.0
@robsonribeiro1313,2023-03-20T12:48:10Z,"Andréia ❤
Amei conhecer vc ❤
Obrigado por vc existir ❤️",0,Reflexo,andréia ❤ amei conhecer vc ❤ obrigado por vc existir ❤️,3.0,3.0
@alaidemaia6442,2023-03-19T15:40:33Z,"Eu Amo!
Poesia Pura ❤",0,Reflexo,eu amo poesia pura ❤,3.0,4.0
@jessicasenna3718,2023-03-18T01:41:18Z,Amei esse vídeo ❤,0,Reflexo,amei esse vídeo ❤,3.0,3.0
@lohanaalves1353,2023-03-17T17:44:59Z,"menubuscar

Remover anúnciosclose

Amei Te Ver (part. Tiago Iorc)

Solange Almeida

￼

Opções

Ah, quase ninguém vê
Quanto mais o tempo passa
Mais aumenta a graça em te ver, êh
Ah, e sai sem eu dizer
Tem mais do que te mostro
Não escondo quanto gosto de você, êh iêh êh
O coração dispara
Tropeça, quase para
Me encaixo no teu cheiro
E ali me deixo inteiro
Eu amei te ver
Eu amei te ver
Eu amei te ver (x2)
Ah, quase ninguém vê
Quanto mais aumenta a graça
Mais o tempo passa por você, êh

Ah, e sai sem eu dizer
O tanto que eu gosto
Me desmancho quando encosto em você, êh iêh êh
O coração dispara
Tropeça, quase para
Me enlaço no teu beijo
Abraço teu desejo
A mão ampara, acalma
Encosta lá na alma
E o corpo vai sem medo
Descasca teu segredo
Da boca sai, não para
É o coração que fala
O laço é certeiro
Metades por inteiro
Não vou voltar tão cedo
Mas vou voltar porque
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver",0,Reflexo,menubuscar remover anúnciosclose amei te ver part tiago iorc solange almeida ￼ opções ah quase ninguém vê quanto mais o tempo passa mais aumenta a graça em te ver êh ah e sai sem eu dizer tem mais do que te mostro não escondo quanto gosto de você êh iêh êh o coração dispara tropeça quase para me encaixo no teu cheiro e ali me deixo inteiro eu amei te ver eu amei te ver eu amei te ver x ah quase ninguém vê quanto mais aumenta a graça mais o tempo passa por você êh ah e sai sem eu dizer o tanto que eu gosto me desmancho quando encosto em você êh iêh êh o coração dispara tropeça quase para me enlaço no teu beijo abraço teu desejo a mão ampara acalma encosta lá na alma e o corpo vai sem medo descasca teu segredo da boca sai não para é o coração que fala o laço é certeiro metades por inteiro não vou voltar tão cedo mas vou voltar porque eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver,4.0,3.0
@adricruzssantosss2934,2023-03-14T13:18:04Z,Como tu erà linda Bruna,2,Reflexo,como tu erà linda bruna,3.0,3.0
@Everton_Sza,2023-03-14T04:10:37Z,Lembro até hj do choque quando a câmera afasta e todo mundo tem a certeza que é a Bruna Marquezine,0,Reflexo,lembro até hj do choque quando a câmera afasta e todo mundo tem a certeza que é a bruna marquezine,3.0,3.0
@Danielaarias07,2023-03-12T20:07:37Z,Eu lembro cuando era mas pequena é escutava esa musica velhos tempos aonde não precisamos mentir que eramos felices,0,Reflexo,eu lembro cuando era mas pequena é escutava esa musica velhos tempos aonde não precisamos mentir que eramos felices,3.0,3.0
@cristianedasilva6653,2023-03-12T11:00:31Z,"Vou fazer 30 anos de casado, amo essa música, da mais saudades de estar com o marido",0,Reflexo,vou fazer anos de casado amo essa música da mais saudades de estar com o marido,3.0,3.0
@elciocruzoficial4348,2023-03-12T07:05:24Z,Música linda parabéns,0,Reflexo,música linda parabéns,3.0,3.0
@WSQuest,2023-03-12T03:06:10Z,"Essa música vem da alma, enche o coração e se transforma em palavras, com uma simplicidade que só os gênios conseguem.
Como é bom ver que o Brasil ainda produz obras de arte em forma de música desse quilate.
É uma pena que eu levei tanto tempo para conhecê-la (Março de 2023), mas isso não importa porque ela ainda vai ser única, não importa o quanto o tempo passe.",0,Reflexo,essa música vem da alma enche o coração e se transforma em palavras com uma simplicidade que só os gênios conseguem como é bom ver que o brasil ainda produz obras de arte em forma de música desse quilate é uma pena que eu levei tanto tempo para conhecêla março de mas isso não importa porque ela ainda vai ser única não importa o quanto o tempo passe,4.0,1.0
@tuliovieira3097,2023-03-12T01:13:44Z,"Eu conheci uma garota muita linda e hoje nos vemos pela segunda vez, e só me veio essa música na cabeça e vim aqui prestigiar novamente essa obra de arte",133,Reflexo,eu conheci uma garota muita linda e hoje nos vemos pela segunda vez e só me veio essa música na cabeça e vim aqui prestigiar novamente essa obra de arte,4.0,3.0
@rosangelamedeirosramos2350,2023-03-11T13:20:14Z,Amei te ver Ju !!!!,0,Reflexo,amei te ver ju,3.0,3.0
@brunacamper8006,2023-03-11T07:32:45Z,A música é linda.... não gostei do clipe ( senti que o diretor não instruiu bem os atores no movimento cênico). Acho que na hora que a musica acelera devia colocar outras cenas - ainda q fossem na imaginação dos personagens da historia -- mas ficar so vendi pele e formatos corporais em uma letra dessa foi desperdício,0,Reflexo,a música é linda não gostei do clipe senti que o diretor não instruiu bem os atores no movimento cênico acho que na hora que a musica acelera devia colocar outras cenas ainda q fossem na imaginação dos personagens da historia mas ficar so vendi pele e formatos corporais em uma letra dessa foi desperdício,1.0,3.0
@carollsouza1739,2023-03-11T01:14:08Z,"Você tocou minha alma, me trouxe um brilho que eu não conhecia e foi tudo tão bonito eu não quero apagar isso, sei que me vê como amiga e que eu nunca vou retribuir tudo o que você me fez sentir, mas antes de deixar esse mundo eu espero te ver feliz seguindo sua vida seus sonhos espero muito que seja de perto,mas se não for.. eu nunca vou esquecer você e sempre vai ser o amor lindo que tive um dia ♡.

E sempre vou amar ver você ❤",3,Reflexo,você tocou minha alma me trouxe um brilho que eu não conhecia e foi tudo tão bonito eu não quero apagar isso sei que me vê como amiga e que eu nunca vou retribuir tudo o que você me fez sentir mas antes de deixar esse mundo eu espero te ver feliz seguindo sua vida seus sonhos espero muito que seja de pertomas se não for eu nunca vou esquecer você e sempre vai ser o amor lindo que tive um dia ♡ e sempre vou amar ver você ❤,4.0,3.0
@larissakellen9892,2023-03-10T19:29:37Z,Que mulher linda essa Bruna,0,Reflexo,que mulher linda essa bruna,3.0,3.0
@siberte,2023-03-10T01:03:36Z,É Neymar esse olhar da Bruna é foda,1,Reflexo,é neymar esse olhar da bruna é foda,1.0,3.0
@diaz_animes3583,2023-03-09T16:38:55Z,Alguém 2023 cara Music top eu tenho 10 e acho top mundial de boa,0,Reflexo,alguém cara music top eu tenho e acho top mundial de boa,3.0,3.0
@silvinharizzuto,2023-03-07T19:36:35Z,"Ah
Quase ninguém vê
Quanto mais o tempo passa
Mais aumenta a graça em ti, viver eh
Ah
E sai sem eu dizer
Tem mais do que te mostro
Não escondo o quanto gosto de você, eh
O coração dispara
Tropeça, quase para
Me encaixo no teu cheiro
E ali me deixo inteiro
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Ah, ah
Quase ninguém vê
Quanto mais aumenta a graça
Mais o tempo passa por você, eh
Ah
E sai sem eu dizer
O tanto que eu gosto
Me desmancho quando encosto em você, eh
O coração dispara
Tropeça, quase para
Me encaixo no teu cheiro
E ali me deixo inteiro
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
O coração dispara
Tropeça, quase para
Me enlaço no teu beijo
Abraço teu desejo
A mão ampara a calma
Encosta lá na alma
E o corpo vai sem medo
Descasca teu segredo
Da boca sai, não para
É o coração que fala
O laço é certeiro
Metades por inteiro
Não vou voltar tão cedo
Mas vou voltar porque eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver
Eu amei te ver",411,Reflexo,ah quase ninguém vê quanto mais o tempo passa mais aumenta a graça em ti viver eh ah e sai sem eu dizer tem mais do que te mostro não escondo o quanto gosto de você eh o coração dispara tropeça quase para me encaixo no teu cheiro e ali me deixo inteiro eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver ah ah quase ninguém vê quanto mais aumenta a graça mais o tempo passa por você eh ah e sai sem eu dizer o tanto que eu gosto me desmancho quando encosto em você eh o coração dispara tropeça quase para me encaixo no teu cheiro e ali me deixo inteiro eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver o coração dispara tropeça quase para me enlaço no teu beijo abraço teu desejo a mão ampara a calma encosta lá na alma e o corpo vai sem medo descasca teu segredo da boca sai não para é o coração que fala o laço é certeiro metades por inteiro não vou voltar tão cedo mas vou voltar porque eu amei te ver eu amei te ver eu amei te ver eu amei te ver eu amei te ver,3.0,3.0
@RitaSilva-sw2kd,2023-03-06T22:08:53Z,Amo esse cara,0,Reflexo,amo esse cara,3.0,1.0
@andersonsanoficial,2023-03-06T16:30:33Z,top essa música,0,Reflexo,top essa música,4.0,4.0
@flaviodinizalves57,2023-03-06T13:15:07Z,"Meu Deus, como está garota é linda...",1,Reflexo,meu deus como está garota é linda,4.0,3.0
@Marly420,2023-03-05T13:24:44Z,Eu amo essa msc ❤,6,Reflexo,eu amo essa msc ❤,3.0,3.0
@cintiaribeirodapaz7610,2023-03-05T02:16:44Z,Amo demais....,2,Reflexo,amo demais,4.0,3.0
@VeraLucia-qp6so,2023-03-04T03:47:34Z,Linda a canção mais Bruna Marquezine vc já foi mais humilde como diz latino,1,Reflexo,linda a canção mais bruna marquezine vc já foi mais humilde como diz latino,3.0,0.0
@micaelesousa9947,2023-03-03T13:10:03Z,Amei!😍❤,3,Reflexo,amei😍❤,,
@dontsayit9728,2023-03-03T02:36:05Z,Lembro 2020 e Eu no celular escutando jovem Pan no Pasto com fone de $10,2,Reflexo,lembro e eu no celular escutando jovem pan no pasto com fone de,3.0,3.0
@tatielefranco8168,2023-02-28T19:27:06Z,😍😍😍 a única parte ruim da música é q ela termina!,3,Reflexo,😍😍😍 a única parte ruim da música é q ela termina,1.0,3.0
@sidneyscaccio,2023-02-25T02:34:51Z,Amo essa música desde quando lançou,1,Reflexo,amo essa música desde quando lançou,3.0,3.0
@mariaedineuzafariasmende-ng9nd,2023-02-23T20:31:18Z,Escuto todos os dias e não  me canso!! AMO !!!,0,Reflexo,escuto todos os dias e não me canso amo,3.0,3.0
@mariaedineuzafariasmende-ng9nd,2023-02-23T20:27:32Z,Amo muito essa música!!!,0,Reflexo,amo muito essa música,3.0,3.0
@AnáliaGomes-yyy,2023-02-19T09:15:31Z,Adora essa garota 👧🏻 Bruna marquezine é perfeita,1,Reflexo,adora essa garota 👧🏻 bruna marquezine é perfeita,3.0,3.0
@mariaribeiro8531,2023-02-19T01:29:35Z,o amor e simples,1,Reflexo,o amor e simples,3.0,0.0
@altoastral4704,2023-02-18T04:25:50Z,"Saí de um relacionamento tóxico de 3 anos, me sujeitei a muitas migalhas, muitas agressões, física e verbal... Teve algumas idas e vindas depois. De repente, recentemente a duas semana atrás, fui bloqueada e ele se encontra com alguém.
Sendo que dois dias antes do bloqueio implorou pra voltar.
Hoje estou curada, sozinha, pq preciso curar o meu eu e não perder minha essência, nessa função, eu me curei.  Ouvindo essa música, me veio a certeza que é sozinho primeiro que devemos ficar, nos curar e nos amar. Em breve, sei que vou ter o privilégio do amor em minha vida. E voltarei aqui para comentar novamente, com o coração em paz e sabendo o que é amor de verdade.",1,Reflexo,saí de um relacionamento tóxico de anos me sujeitei a muitas migalhas muitas agressões física e verbal teve algumas idas e vindas depois de repente recentemente a duas semana atrás fui bloqueada e ele se encontra com alguém sendo que dois dias antes do bloqueio implorou pra voltar hoje estou curada sozinha pq preciso curar o meu eu e não perder minha essência nessa função eu me curei ouvindo essa música me veio a certeza que é sozinho primeiro que devemos ficar nos curar e nos amar em breve sei que vou ter o privilégio do amor em minha vida e voltarei aqui para comentar novamente com o coração em paz e sabendo o que é amor de verdade,3.0,1.0
@leilamagnolia,2023-02-18T02:32:54Z,Eu amei te ver ❤,1,Reflexo,eu amei te ver ❤,3.0,3.0
@JCoutlier,2023-02-16T03:24:22Z,Sou Colombiano e é uma de minhas músicas favoritas…. Um amor importante da minha vida dedicou para mim faz tempo. Hoje não estamos juntos kkkkk mas a música linda demais.,4,Reflexo,sou colombiano e é uma de minhas músicas favoritas… um amor importante da minha vida dedicou para mim faz tempo hoje não estamos juntos kkkkk mas a música linda demais,4.0,3.0
