author,published_at,text,like_count,contexto,texto_limpo,texto_processado
@imduard4223,2022-01-31T05:13:08Z,"Cassio, vc podia disponibilizar elas no Spotify.  Rs",4,musica_dormir,cassio vc podia disponibilizar elas no spotify rs,cassio podia disponibilizar spotify rs
@ruanbrazil1056,2022-01-31T04:16:59Z,Obrigado agora posso dormi e são 01:16 muito obrigado,1,musica_dormir,obrigado agora posso dormi e são muito obrigado,posso dormi
@ismaeldk9163,2022-01-31T02:55:58Z,Dormi é acorda nessa casa ai.....💤🛌,2,musica_dormir,dormi é acorda nessa casa ai💤🛌,dormi acorda nessa casa ai💤🛌
@vanessamgarcezdivergrowth,2022-01-30T23:24:35Z,Essa musica e linda❤,1,musica_dormir,essa musica e linda❤,musica linda❤
@nayaradourado264,2022-01-30T01:40:27Z,"Ultimamente só estou conseguindo dormi ouvindo esse soom,estou com depressão o dono some não consigo dormir, isso é oque está me ajudando coloco no celular com fone ouço e pego no sono,Deus abençoe vcsbpor pensar no próximo tem gente que compartilha tantas coisas pra ferir o outro, mas isso que faz  o bem agrada tanto a gente cara🙏🙏",5,musica_dormir,ultimamente só estou conseguindo dormi ouvindo esse soomestou com depressão o dono some não consigo dormir isso é oque está me ajudando coloco no celular com fone ouço e pego no sonodeus abençoe vcsbpor pensar no próximo tem gente que compartilha tantas coisas pra ferir o outro mas isso que faz o bem agrada tanto a gente cara🙏🙏,ultimamente conseguindo dormi ouvindo soomestou depressão dono some consigo oque ajudando coloco celular fone ouço pego sonodeus abençoe vcsbpor pensar próximo compartilha tantas coisas ferir outro agrada tanto cara🙏🙏
@RaphaelaLuz,2022-01-29T23:42:18Z,"Alguém mais em janeiro de 2022, dormindo com essa música? 😻❤️


Bons sonhos 🌃❤️",4,musica_dormir,alguém mais em janeiro de dormindo com essa música 😻❤️ bons sonhos 🌃❤️,alguém janeiro dormindo 😻❤️ bons sonhos 🌃❤️
@Card_R,2022-01-29T01:52:38Z,Sou novo no canal mas sou inscrito,5,musica_dormir,sou novo no canal mas sou inscrito,novo canal inscrito
@gustavobaracho,2022-01-29T00:37:51Z,Muito bom,1,musica_dormir,muito bom,bom
@antoniobelosilva1271,2022-01-29T00:01:34Z,Sempre gosto de dar o crédito a quem merece...,0,musica_dormir,sempre gosto de dar o crédito a quem merece,gosto dar crédito merece
@antoniobelosilva1271,2022-01-29T00:00:31Z,E quem é o compositor e qual o título da música?,0,musica_dormir,e quem é o compositor e qual o título da música,compositor título
@danielgoncalves619,2022-01-28T04:07:06Z,Que,0,musica_dormir,que,
@gabriely_lleite,2022-01-28T02:52:03Z,Eu só consigo dormir com esse vídeo (com ansiedade). Muito bom 😍,1,musica_dormir,eu só consigo dormir com esse vídeo com ansiedade muito bom 😍,consigo vídeo ansiedade bom 😍
@saudex5837,2022-01-28T02:04:39Z,"Para a pessoa que está lendo este comentário, tudo bem, tudo bem se sentir sozinho às vezes, se você estiver passando por momentos difíceis, continue avançando, mas nunca desista, desejo muito sucesso em saúde, amor e felicidade!",23689,musica_dormir,para a pessoa que está lendo este comentário tudo bem tudo bem se sentir sozinho às vezes se você estiver passando por momentos difíceis continue avançando mas nunca desista desejo muito sucesso em saúde amor e felicidade,pessoa lendo comentário sentir sozinho vezes passando momentos difíceis continue avançando nunca desista desejo sucesso saúde amor felicidade
@dinanedeise3965,2022-01-28T01:38:02Z,BOA NOITE,2,musica_dormir,boa noite,boa noite
@Deds737,2022-01-28T01:35:02Z,boa noite,1,musica_dormir,boa noite,boa noite
@vencendoogigante5567,2022-01-27T10:52:08Z,Gente quero dizer que não é fácil mais com ajuda de Jesus nós vence dia a pois dia assim como eu .Jesus ele é minha inspiração pra vencer,1,musica_dormir,gente quero dizer que não é fácil mais com ajuda de jesus nós vence dia a pois dia assim como eu jesus ele é minha inspiração pra vencer,quero dizer fácil ajuda jesus vence pois assim jesus inspiração vencer
@vencendoogigante5567,2022-01-27T10:48:51Z,"Só quem tem ansiedade, grise de ansiedade, surto de ansiedade, sabe como que é .Cara só sabe quem passa quem sete ou já sentiu alguma vez na vida .vc tem medo ,raiva, tristeza,estresse, agitação. Fora os surtos que da vontade de sumir e as vozes vontade de se ezolar. Uma luta constante parece que não tem fiz e nem mas jeito. Uma guerra afrontosa psicológica ,emocional ,e espiritual  só Jesus pra mim ajudar nessa caminhada  😭😭",1,musica_dormir,só quem tem ansiedade grise de ansiedade surto de ansiedade sabe como que é cara só sabe quem passa quem sete ou já sentiu alguma vez na vida vc tem medo raiva tristezaestresse agitação fora os surtos que da vontade de sumir e as vozes vontade de se ezolar uma luta constante parece que não tem fiz e nem mas jeito uma guerra afrontosa psicológica emocional e espiritual só jesus pra mim ajudar nessa caminhada 😭😭,ansiedade grise ansiedade surto ansiedade sabe cara sabe passa sete sentiu alguma vez vida medo raiva tristezaestresse agitação surtos vontade sumir vozes vontade ezolar luta constante parece fiz jeito guerra afrontosa psicológica emocional espiritual jesus ajudar nessa caminhada 😭😭
@blinkiludidaa5647,2022-01-27T04:22:51Z,"Muito obrigada Cássio, vc me ajuda muito, estou tendo alguns problemas com ansiedade e insônia, e suas músicas me acalmam muito e me deixam tranquila, obrigada ❤",7,musica_dormir,muito obrigada cássio vc me ajuda muito estou tendo alguns problemas com ansiedade e insônia e suas músicas me acalmam muito e me deixam tranquila obrigada ❤,cássio ajuda tendo alguns problemas ansiedade insônia músicas acalmam deixam tranquila ❤
@leydibeautyconcept2048,2022-01-27T02:38:20Z,.,0,musica_dormir,,
@leandrosamuel7892,2022-01-27T02:36:42Z,Esse toque é muinto bom eu domir rrapidinho,2,musica_dormir,esse toque é muinto bom eu domir rrapidinho,toque muinto bom domir rrapidinho
@herica013,2022-01-27T00:58:04Z,"Minha namorada tem ansiedade, hoje tivemos um péssimo dia, e por motivos bobos brigamos, e ela teve crise, não conseguia parar de chorar e balançar os dedos da mão e os pés, isso me deixou muito aflita, fiquei tentando buscar formas de acalma ela, pedi que ela sentasse, conversamos, tentei abraçar, fiz carinho no seu rosto, dei beijos, perguntei se queria tomar um banho (que foi o que acalmou ela na última crise), perguntei se tinha algo que eu fizesse que pudesse ajudar, mas ela não parava de chorar, pedi que ela deitasse no meu peito, e continuei lhe fazendo carinho, perguntei se ela queria ver um filme e ela balançou a cabeça dizendo não, e me pediu pra por uma música, e aqui estou eu, finalmente achei uma forma de acalma-la, fiquei fazendo carinho até ela pegar no sono, meu coração fica pequeninho quando vejo ela desse jeito, não consigo pensar em perde-la, escrevo isso com os olhos transbordando, eu te amo Herica Gabrielly. 🥺❤️",139,musica_dormir,minha namorada tem ansiedade hoje tivemos um péssimo dia e por motivos bobos brigamos e ela teve crise não conseguia parar de chorar e balançar os dedos da mão e os pés isso me deixou muito aflita fiquei tentando buscar formas de acalma ela pedi que ela sentasse conversamos tentei abraçar fiz carinho no seu rosto dei beijos perguntei se queria tomar um banho que foi o que acalmou ela na última crise perguntei se tinha algo que eu fizesse que pudesse ajudar mas ela não parava de chorar pedi que ela deitasse no meu peito e continuei lhe fazendo carinho perguntei se ela queria ver um filme e ela balançou a cabeça dizendo não e me pediu pra por uma música e aqui estou eu finalmente achei uma forma de acalmala fiquei fazendo carinho até ela pegar no sono meu coração fica pequeninho quando vejo ela desse jeito não consigo pensar em perdela escrevo isso com os olhos transbordando eu te amo herica gabrielly 🥺❤️,namorada ansiedade hoje péssimo motivos bobos brigamos crise conseguia parar chorar balançar dedos mão pés aflita fiquei tentando buscar formas acalma pedi sentasse conversamos tentei abraçar fiz carinho rosto dei beijos perguntei queria tomar banho acalmou última crise perguntei algo fizesse pudesse ajudar parava chorar pedi deitasse peito continuei fazendo carinho perguntei queria filme balançou cabeça dizendo pediu finalmente achei forma acalmala fiquei fazendo carinho pegar sono coração fica pequeninho vejo desse jeito consigo pensar perdela escrevo olhos transbordando amo herica gabrielly 🥺❤️
@laisnovais7022,2022-01-27T00:06:28Z,Mano a música e bem boa e se tem algum que dá para dormir e essa música eu dormi e meu irmão me atrapalhou,1,musica_dormir,mano a música e bem boa e se tem algum que dá para dormir e essa música eu dormi e meu irmão me atrapalhou,mano boa algum dá dormi irmão atrapalhou
@artesvimimivaleria7002,2022-01-26T17:59:49Z,"Estou aqui em 26 de janeiro de 2022, ouvindo essa melodia e sentindo o tocar de Deus,  e eu creio que ele está cuidando de minha família,  e clamo a ele para que cuide das de vocês também 🙌😔",16,musica_dormir,estou aqui em de janeiro de ouvindo essa melodia e sentindo o tocar de deus e eu creio que ele está cuidando de minha família e clamo a ele para que cuide das de vocês também 🙌😔,janeiro ouvindo melodia sentindo tocar deus creio cuidando família clamo cuide 🙌😔
@andrezaflor8302,2022-01-26T13:33:11Z,Só consigo dormir ouvindo o som desse vídeo. Muito bom 😴❤,14,musica_dormir,só consigo dormir ouvindo o som desse vídeo muito bom 😴❤,consigo ouvindo desse vídeo bom 😴❤
@Isabelaajala,2022-01-26T06:22:19Z,"2022 eu disse que ia ser diferente, olha eu aqui com ansiedade e insônia outra vezzzz kkkkkkkk",2,musica_dormir,eu disse que ia ser diferente olha eu aqui com ansiedade e insônia outra vezzzz kkkkkkkk,disse ia diferente olha ansiedade insônia outra vezzzz kkkkkkkk
@lordycharllesledycharllote4300,2022-01-26T04:09:31Z,Alguém em 2022?,1,musica_dormir,alguém em,alguém
@franxx002ofc9,2022-01-26T01:28:58Z,isso ajudou muito recomendo,5,musica_dormir,isso ajudou muito recomendo,ajudou recomendo
@isafreitas_ll,2022-01-25T19:23:03Z,Dormi 2 hrs vei kdksks,2,musica_dormir,dormi hrs vei kdksks,dormi hrs vei kdksks
@yurilopes4484,2022-01-25T09:35:07Z,Melhor coisa que tem é estar essa música antes de dormir 😍😍😍😍😍,5,musica_dormir,melhor coisa que tem é estar essa música antes de dormir 😍😍😍😍😍,melhor antes 😍😍😍😍😍
@Brianhenriquee,2022-01-25T03:53:10Z,Mt bom esse mantra!além da minha ansiedade eu consegui dormir com esse  mantra maravilhoso q o Cássio fez❤,8,musica_dormir,mt bom esse mantraalém da minha ansiedade eu consegui dormir com esse mantra maravilhoso q o cássio fez❤,bom mantraalém ansiedade consegui mantra maravilhoso q cássio fez❤
@laycartomante,2022-01-24T16:46:34Z,"EU COLOCO PRO MEU FILHO DE 4 MESES, CM 3 MNTS ELE TA DORMINDO  JA KKKKK,  CM 5 EU TO EM NÁRNIA TBM KKKI",1,musica_dormir,eu coloco pro meu filho de meses cm mnts ele ta dormindo ja kkkkk cm eu to em nárnia tbm kkki,coloco pro filho meses cm mnts ta dormindo ja kkkkk cm to nárnia tbm kkki
@larinhaselarinhos7822,2022-01-24T09:00:16Z,Cara isso e perfeitooooooooooo,2,musica_dormir,cara isso e perfeitooooooooooo,cara perfeitooooooooooo
@stefannygabriella2244,2022-01-24T05:21:27Z,To com medo de dormir vou chamar minha cachorra,3,musica_dormir,to com medo de dormir vou chamar minha cachorra,to medo chamar cachorra
@diannaluz2920,2022-01-24T03:54:37Z,"Eu a 1 da manhã n conseguindo dormir , colocando música kko",4,musica_dormir,eu a da manhã n conseguindo dormir colocando música kko,manhã n conseguindo colocando kko
@eduardolancini4122,2022-01-23T18:09:28Z,ALGUÉM EM 2022 OUVINDO ESSAS CALMARIA? JÁ ME DEU  ATÉ SONO. DIA 23/01/2022 DOMINGO. HORA: 15:10 PM,1,musica_dormir,alguém em ouvindo essas calmaria já me deu até sono dia domingo hora pm,alguém ouvindo calmaria deu sono domingo hora pm
@gracielasimao4660,2022-01-23T13:58:07Z,LEGAL,2,musica_dormir,legal,legal
@helioloureirosdossantos7373,2022-01-23T11:24:09Z,". Muito relaxante, parabéns!",1,musica_dormir,muito relaxante parabéns,relaxante parabéns
@kauasilva5459,2022-01-23T05:52:17Z,Nao consegi dormi🥺,2,musica_dormir,nao consegi dormi🥺,nao consegi dormi🥺
@ana_banana7709,2022-01-23T04:11:44Z,Antes eu n conseguia dormir por causa de medo mas com essa musica faz eu esqueçer meus poblemas e dormir tranquila,1,musica_dormir,antes eu n conseguia dormir por causa de medo mas com essa musica faz eu esqueçer meus poblemas e dormir tranquila,antes n conseguia causa medo musica esqueçer poblemas tranquila
@leonelalmeida4188,2022-01-23T03:30:16Z,Alguém por aí  2022...🌛🌛🌛🌜🌜🌜🌝,0,musica_dormir,alguém por aí 🌛🌛🌛🌜🌜🌜🌝,alguém aí 🌛🌛🌛🌜🌜🌜🌝
@angelicaguimaraes2841,2022-01-22T17:55:01Z,Eu me imagino atravessando essa ponte e entrando nessa casinha e la dentro eu tomo cha e como ta frio na minha imaginacao eu fico me esquentando na lareira e conversando com Jesus Cristo,1,musica_dormir,eu me imagino atravessando essa ponte e entrando nessa casinha e la dentro eu tomo cha e como ta frio na minha imaginacao eu fico me esquentando na lareira e conversando com jesus cristo,imagino atravessando ponte entrando nessa casinha la dentro tomo cha ta frio imaginacao fico esquentando lareira conversando jesus cristo
@Itz_Nandinha0306,2022-01-22T04:30:02Z,"Tenho 10 anos ,não consigo dormir ,pois vou reencontrar minha melhor amiga depois de 2 meses ,estou tão ansiosa ,mas a música me deixa mais calma",6,musica_dormir,tenho anos não consigo dormir pois vou reencontrar minha melhor amiga depois de meses estou tão ansiosa mas a música me deixa mais calma,anos consigo pois reencontrar melhor amiga meses ansiosa deixa
@lucimara7957,2022-01-22T02:27:52Z,Essa música é boa para dormir,2,musica_dormir,essa música é boa para dormir,boa
@josimarcarlos2697,2022-01-22T00:30:58Z,quando minha irmã dorme e eu não boto essa música e ela dorme rapidinho,0,musica_dormir,quando minha irmã dorme e eu não boto essa música e ela dorme rapidinho,irmã dorme boto dorme rapidinho
@sofiamangieri3677,2022-01-21T08:24:48Z,"Tenho medo de tocar a propaganda do iFood, vou achar q o demônio tá no meu quarto 😣😣😣😣",0,musica_dormir,tenho medo de tocar a propaganda do ifood vou achar q o demônio tá no meu quarto 😣😣😣😣,medo tocar propaganda ifood achar q demônio quarto 😣😣😣😣
@melhore-filmes,2022-01-21T05:37:23Z,Acordei assustado com grito de macaco  (mico leão dorado),0,musica_dormir,acordei assustado com grito de macaco mico leão dorado,acordei assustado grito macaco mico leão dorado
@wesley5811,2022-01-21T02:58:55Z,20/01/2022. Mais alguém.?,0,musica_dormir,mais alguém,alguém
@Victor-px8fn,2022-01-21T02:40:33Z,Bendito seja quem cria esse tipo de conteúdo ♥️,2,musica_dormir,bendito seja quem cria esse tipo de conteúdo ♥️,bendito cria tipo conteúdo ♥️
@Card_R,2022-01-21T02:05:15Z,Bora bater 7M em,1,musica_dormir,bora bater m em,bora bater m
@kellyburigo8302,2022-01-21T00:30:53Z,"Boa noite, tenho um bebê de 7 meses ele é muito grudado em mim eu não consigo nem si quer fazer uma refeição sem ele no colo !! Coloquei essa música e ele conseguiu dormir longe de mim.. no caso ele só dorme me cheirando , e agora ele tá dormindo sozinho na mesma cama porém em travisseiro diferente !! Vou fazer um segundo teste amanhã se for realmente a música vc me salvou 😍 gratidão",3,musica_dormir,boa noite tenho um bebê de meses ele é muito grudado em mim eu não consigo nem si quer fazer uma refeição sem ele no colo coloquei essa música e ele conseguiu dormir longe de mim no caso ele só dorme me cheirando e agora ele tá dormindo sozinho na mesma cama porém em travisseiro diferente vou fazer um segundo teste amanhã se for realmente a música vc me salvou 😍 gratidão,boa noite bebê meses grudado consigo si fazer refeição colo coloquei conseguiu longe caso dorme cheirando dormindo sozinho mesma cama porém travisseiro diferente fazer segundo teste amanhã realmente salvou 😍 gratidão
@ritaferreira2704,2022-01-20T06:37:53Z,"Linda  Música💝 
 Deus Abençoe a todos Nós neste ano 2022 🙌💞🍀🌺🇵🇹
Gratidão 🙏💐",1,musica_dormir,linda música💝 deus abençoe a todos nós neste ano 🙌💞🍀🌺🇵🇹 gratidão 🙏💐,linda música💝 deus abençoe todos neste ano 🙌💞🍀🌺🇵🇹 gratidão 🙏💐
@janaynnasabrina5127,2022-01-20T04:50:04Z,Amo essa música quando estou com insônia alguém de 2022??,1,musica_dormir,amo essa música quando estou com insônia alguém de,amo insônia alguém
@rafael5150,2022-01-20T04:30:31Z,Obrigado vc fez minhas noite feliz e consegui dormir tranquilamente 👍,12,musica_dormir,obrigado vc fez minhas noite feliz e consegui dormir tranquilamente 👍,fez noite feliz consegui tranquilamente 👍
@beneditamoreira8764,2022-01-20T04:23:39Z,"Preciso desligar e não tenho forças de tão bom que é,tão relaxante ,meu neto pediu pra eu colocar alguma coisa pra ele ver no celular, coloquei essa melodia e foi dois segundos e apagou.",1,musica_dormir,preciso desligar e não tenho forças de tão bom que étão relaxante meu neto pediu pra eu colocar alguma coisa pra ele ver no celular coloquei essa melodia e foi dois segundos e apagou,preciso desligar forças bom étão relaxante neto pediu colocar alguma celular coloquei melodia dois segundos apagou
@deboratecianabonazoni9222,2022-01-20T04:14:45Z,Música super boa sou muito life,1,musica_dormir,música super boa sou muito life,super boa life
@giovannaandersonrodriguesb6853,2022-01-20T00:58:12Z,Amei  essa  música  eu  gosto  de  essa  música   relaxante   amei,1,musica_dormir,amei essa música eu gosto de essa música relaxante amei,amei gosto relaxante amei
@elizangelas.ferreira6520,2022-01-19T16:30:57Z,"Boa tarde,sabe quando as pessoas querem bala,elas colocam defeitos fala mal  da vida do próximo falam palavras que  não é  vedadeira .Por isso sorria,esteja sempre com aquele sorriso radiante pois vale mais do que mil palavras .Pois aquele que nasceu para  brilhar sua luz nunca se acaba ao contrário ela irradia mais a cada dia.
Você já nasceu grande agora és um gigante.📿🙏😊✨🌞",1,musica_dormir,boa tardesabe quando as pessoas querem balaelas colocam defeitos fala mal da vida do próximo falam palavras que não é vedadeira por isso sorriaesteja sempre com aquele sorriso radiante pois vale mais do que mil palavras pois aquele que nasceu para brilhar sua luz nunca se acaba ao contrário ela irradia mais a cada dia você já nasceu grande agora és um gigante📿🙏😊✨🌞,boa tardesabe pessoas querem balaelas colocam defeitos fala vida próximo falam palavras vedadeira sorriaesteja sorriso radiante pois vale mil palavras pois nasceu brilhar luz nunca acaba contrário irradia cada nasceu grande és gigante📿🙏😊✨🌞
@kauawillian3562,2022-01-19T03:51:54Z,Top dormir muito rápido,1,musica_dormir,top dormir muito rápido,top rápido
@manoelaassis992,2022-01-19T01:48:48Z,Olha eu em 2022,0,musica_dormir,olha eu em,olha
@bibi_gamer,2022-01-18T19:15:58Z,E muito bonito 👏🏻,2,musica_dormir,e muito bonito 👏🏻,bonito 👏🏻
@jessicamartins5021,2022-01-18T11:30:09Z,Não tem no Spotify?,0,musica_dormir,não tem no spotify,spotify
@Midaridemonyak,2022-01-18T05:58:54Z,"Vou tentar dormir agora, estou me contorcendo na cama faz horas! Pensei na opção de tomar remédio para dormir, mas toda noite eu faço isso... Minha mãe vai acabar percebendo... Vamos ver se essa música vai me ajudar.",1,musica_dormir,vou tentar dormir agora estou me contorcendo na cama faz horas pensei na opção de tomar remédio para dormir mas toda noite eu faço isso minha mãe vai acabar percebendo vamos ver se essa música vai me ajudar,tentar contorcendo cama horas pensei opção tomar remédio toda noite faço mãe acabar percebendo vamos ajudar
@janethtavares5106,2022-01-18T04:39:59Z,Magnífico seu canal,1,musica_dormir,magnífico seu canal,magnífico canal
@sthepaivaa,2022-01-18T04:02:33Z,"2022, alguém)",0,musica_dormir,alguém,alguém
@lehmc351,2022-01-18T03:29:41Z,"Fazia alguns dias que eu não estava conseguindo dormir, estava super cansada, desidi pesquisar aqui no youtube ""musicas relaxantes para dormir"", até que apareceu essa, deitem na minha cama escutando essa musica, fechei os olhos e orei, pensei em coisas boas, depois cai no sono! Dormi como uma pedra, muito obrigada pelo seu esforço que ajudam muitas pessoas, como eu, parabéns e bom sono para você! 😴⚘🤍",1,musica_dormir,fazia alguns dias que eu não estava conseguindo dormir estava super cansada desidi pesquisar aqui no youtube musicas relaxantes para dormir até que apareceu essa deitem na minha cama escutando essa musica fechei os olhos e orei pensei em coisas boas depois cai no sono dormi como uma pedra muito obrigada pelo seu esforço que ajudam muitas pessoas como eu parabéns e bom sono para você 😴⚘🤍,fazia alguns dias conseguindo super cansada desidi pesquisar youtube musicas relaxantes apareceu deitem cama escutando musica fechei olhos orei pensei coisas boas cai sono dormi pedra esforço ajudam muitas pessoas parabéns bom sono 😴⚘🤍
@htts_leof,2022-01-17T20:35:37Z,"É simplesmente mágico! Eu escutei minutinhos, posicionei meu celular na cama pra ouvir pra pegar no sono e acordei agora depois de 4 horas!",16,musica_dormir,é simplesmente mágico eu escutei minutinhos posicionei meu celular na cama pra ouvir pra pegar no sono e acordei agora depois de horas,simplesmente mágico escutei minutinhos posicionei celular cama ouvir pegar sono acordei horas
@mariaeduardaduda675,2022-01-17T19:14:46Z,Bom,1,musica_dormir,bom,bom
@yuleweimer,2022-01-17T04:02:56Z,"Cássio, acompanho seu canal há muito tempo e só tenho gratidão por tantos momentos relaxantes, reflexivos, auxiliando na minha ansiedade, e até fazendo meu filho dormir . Você é um ser de luz. Continue propagando seu dom pra gente. Você transforma vidas 💞 💞",5,musica_dormir,cássio acompanho seu canal há muito tempo e só tenho gratidão por tantos momentos relaxantes reflexivos auxiliando na minha ansiedade e até fazendo meu filho dormir você é um ser de luz continue propagando seu dom pra gente você transforma vidas 💞 💞,cássio acompanho canal tempo gratidão tantos momentos relaxantes reflexivos auxiliando ansiedade fazendo filho luz continue propagando dom transforma vidas 💞 💞
@lidianelima6777,2022-01-17T03:28:35Z,"Tive q voltar pra dar meu relato!!!
Estava ha 3 dias sem dormir direito (so cochilando no horario do almoço), mta dor d cabeça, ate marquei uma consulta pois estou suspeitando de bornout. Achei esse video ontem e simplesmente ""entrei em coma"" kkkkkkk quase fiz xixi na cama d tanto q ferrei no sono kkkkk acordei cm a cara toda inchada de tanto dormir!!! Tem noção? 😍 Nem remedinho tava me ajudando a relaxar. EU-TO-A-BO-BA-DA!!!!!!!!!!!!! Explodindo de gratidão e viciada agora nessa musiquinha kkkkk abraços Deus abençoe
Obs.: ta tocando enquanto digito e meu amor aqui do lado ja ta roncando kkkkkkk fui tb ZzZzZzzzz.....",2,musica_dormir,tive q voltar pra dar meu relato estava ha dias sem dormir direito so cochilando no horario do almoço mta dor d cabeça ate marquei uma consulta pois estou suspeitando de bornout achei esse video ontem e simplesmente entrei em coma kkkkkkk quase fiz xixi na cama d tanto q ferrei no sono kkkkk acordei cm a cara toda inchada de tanto dormir tem noção 😍 nem remedinho tava me ajudando a relaxar eutoabobada explodindo de gratidão e viciada agora nessa musiquinha kkkkk abraços deus abençoe obs ta tocando enquanto digito e meu amor aqui do lado ja ta roncando kkkkkkk fui tb zzzzzzzzz,q voltar dar relato ha dias direito so cochilando horario almoço mta dor d cabeça ate marquei consulta pois suspeitando bornout achei ontem simplesmente entrei coma kkkkkkk quase fiz xixi cama d tanto q ferrei sono kkkkk acordei cm cara toda inchada tanto noção 😍 remedinho tava ajudando eutoabobada explodindo gratidão viciada nessa musiquinha kkkkk abraços deus abençoe obs ta tocando enquanto digito amor lado ja ta roncando kkkkkkk tb zzzzzzzzz
@flaviohenriquemarcelone6073,2022-01-17T00:36:22Z,"Música boa para relaxar, esquecer os problemas, coisas ruins q a gente está passando com essa pandemia, fé em Deus , que tudo vai dá certo pra gente.",1,musica_dormir,música boa para relaxar esquecer os problemas coisas ruins q a gente está passando com essa pandemia fé em deus que tudo vai dá certo pra gente,boa esquecer problemas coisas ruins q passando pandemia fé deus dá certo
@gabyeclaudia8732,2022-01-16T17:48:22Z,Música perfeita,1,musica_dormir,música perfeita,perfeita
@gabyeclaudia8732,2022-01-16T17:47:57Z,Meu irmão dormir na hora música,1,musica_dormir,meu irmão dormir na hora música,irmão hora
@danidaf_ferreira,2022-01-16T11:49:34Z,"Eu estava com insonia, dai coloquei essa música e apaguei kkkkkkkk. Acordei agora muito bem 🙌",2,musica_dormir,eu estava com insonia dai coloquei essa música e apaguei kkkkkkkk acordei agora muito bem 🙌,insonia dai coloquei apaguei kkkkkkkk acordei 🙌
@marcelodesouza6137,2022-01-16T05:13:54Z,Eu tentando dormir 😣😣😣,1,musica_dormir,eu tentando dormir 😣😣😣,tentando 😣😣😣
@pbzin987,2022-01-16T04:21:37Z,Nu apagei,1,musica_dormir,nu apagei,nu apagei
@jessicamendes1964,2022-01-16T04:08:44Z,Boa noite,2,musica_dormir,boa noite,boa noite
@CLAUDIA-gi7pk,2022-01-15T18:09:01Z,Fiquei 31 minutos eu não dormi kkkkkkk quase cuchilei,0,musica_dormir,fiquei minutos eu não dormi kkkkkkk quase cuchilei,fiquei minutos dormi kkkkkkk quase cuchilei
@BE12AA,2022-01-15T17:17:39Z,"Me gusta muchísimo me ayuda con la ansiedad amigo cassio,, parece la casita de chocolate de hansel y great el jeje, espero estés bien y su familia. Saludos obrigada",2,musica_dormir,me gusta muchísimo me ayuda con la ansiedad amigo cassio parece la casita de chocolate de hansel y great el jeje espero estés bien y su familia saludos obrigada,gusta muchísimo ayuda con la ansiedad amigo cassio parece la casita chocolate hansel y great el jeje espero estés bien y su familia saludos
@clarafigueiredo3588,2022-01-15T09:29:36Z,🩱🥻👘🕶,0,musica_dormir,🩱🥻👘🕶,🩱🥻👘🕶
@clarafigueiredo3588,2022-01-15T09:28:52Z,🌐🧭⛰🌋🏕🏖,0,musica_dormir,🌐🧭⛰🌋🏕🏖,🌐🧭⛰🌋🏕🏖
@clarafigueiredo3588,2022-01-15T09:16:37Z,🍎🥝🫐🍓🍒🍑,0,musica_dormir,🍎🥝🫐🍓🍒🍑,🍎🥝🫐🍓🍒🍑
@lorenacarvalho7443,2022-01-15T06:33:38Z,Quando me arrenpedi eu coloquei essa musica apaguei a luz e fechei os olhos eu agradeço cassio toledo obrigado por postar essa musica,2,musica_dormir,quando me arrenpedi eu coloquei essa musica apaguei a luz e fechei os olhos eu agradeço cassio toledo obrigado por postar essa musica,arrenpedi coloquei musica apaguei luz fechei olhos agradeço cassio toledo postar musica
@luzianesales1774,2022-01-15T05:13:46Z,Cobra kai,0,musica_dormir,cobra kai,cobra kai
@claudiagascaarroyo1160,2022-01-14T08:41:30Z,Gracias por esta preciosa música. Saludos desde Ciudad de México.,1,musica_dormir,gracias por esta preciosa música saludos desde ciudad de méxico,gracias preciosa saludos desde ciudad méxico
@otaku-di9pw,2022-01-14T07:06:49Z,Oi,1,musica_dormir,oi,oi
@roseanny4234,2022-01-14T04:11:03Z,Amei essa música,1,musica_dormir,amei essa música,amei
@alexandre7600,2022-01-14T03:06:48Z,"Cassio Toledo amei a música! Como  
comcegue fazer essas músicas?",3,musica_dormir,cassio toledo amei a música como comcegue fazer essas músicas,cassio toledo amei comcegue fazer músicas
@Douglazs,2022-01-14T00:24:03Z,"Eu em 2022 procurando uma música pra dormir, depois de um dia estressante no trabalho, tomara que eu durma 🙏",1,musica_dormir,eu em procurando uma música pra dormir depois de um dia estressante no trabalho tomara que eu durma 🙏,procurando estressante trabalho tomara durma 🙏
@mariavalentina2221,2022-01-13T19:13:03Z,Quando eu coloco essa música o meu bebê de 6 meses dorme como mágica... Obrigada🥰,2,musica_dormir,quando eu coloco essa música o meu bebê de meses dorme como mágica obrigada🥰,coloco bebê meses dorme mágica obrigada🥰
@paulagarciabergamascodejes3484,2022-01-13T11:24:14Z,Eu amo ouvir essas músicas pra relaxar agradecer a Deus pela minha vida ....ouvir minha respiração e dormir em paz ..com a proteção de Deus,1,musica_dormir,eu amo ouvir essas músicas pra relaxar agradecer a deus pela minha vida ouvir minha respiração e dormir em paz com a proteção de deus,amo ouvir músicas agradecer deus vida ouvir respiração paz proteção deus
@gabriellysantos6241,2022-01-13T08:44:07Z,Eu escutando isso 05 : 43 da manhã por que estou com mó insônia,2,musica_dormir,eu escutando isso da manhã por que estou com mó insônia,escutando manhã mó insônia
